Title,File,Start Page,End Page,Key,Composer
Lady Sings The Blues,realbook_hal_6th_Bb.pdf,238,238,Bb,Herbert Nichols/Billy Holiday
Lament,realbook_hal_6th_Bb.pdf,239,239,Bb,J. J. Johnson
Las Vegas Tango,realbook_hal_6th_Bb.pdf,240,240,Bb,Gil Evans
Lazy Bird,realbook_hal_6th_Bb.pdf,241,241,Bb,John Coltrane
Lazy River,realbook_hal_6th_Bb.pdf,242,242,Bb,Hoagy Carmichael/Sidney Arodin
Like Someone In Love,realbook_hal_6th_Bb.pdf,243,243,Bb,Jimmy Van Heusen/Johnny Burke
Limehouse Blues,realbook_hal_6th_Bb.pdf,244,244,Bb,Philip Braham/Douglas Furber
Little Boat,realbook_hal_6th_Bb.pdf,245,245,Bb,Roberto Menescal/Ronaldo Bogcoli/Buddy Kaye
Lines And Spaces,realbook_hal_6th_Bb.pdf,246,247,Bb,Joe Lovano
Litha,realbook_hal_6th_Bb.pdf,248,249,Bb,Chick Corea
Little Waltz,realbook_hal_6th_Bb.pdf,250,250,Bb,Ron Carter
Long Ago And Far Away,realbook_hal_6th_Bb.pdf,251,251,Bb,Jerome Kern/Ira Gershwin
Lonnie's Lament,realbook_hal_6th_Bb.pdf,252,252,Bb,John Coltrane
Look To The Sky,realbook_hal_6th_Bb.pdf,253,253,Bb,Antonio Carlos Jobim
Love Is The Sweetest Thing,realbook_hal_6th_Bb.pdf,254,254,Bb,Ray Nobel
Lucky Southern,realbook_hal_6th_Bb.pdf,255,255,Bb,Keith Jarrett
Lullaby Of Birdland,realbook_hal_6th_Bb.pdf,256,256,Bb,George Shearing/George Davis We
Magician In You The,realbook_hal_6th_Bb.pdf,257,257,Bb,Keith Jarrett
Lush Life,realbook_hal_6th_Bb.pdf,258,259,Bb,Billy Strayhorn
Majoong,realbook_hal_6th_Bb.pdf,260,260,Bb,Wayne Shorter
Maiden Voyage,realbook_hal_6th_Bb.pdf,261,261,Bb,Herbie Hancock
Man And A Woman (A),realbook_hal_6th_Bb.pdf,262,263,Bb,Francis Lai/Pierre Barouh/Jerry Keller
Man In The Green Shirt,realbook_hal_6th_Bb.pdf,264,265,Bb,Joe Zawinul
Meditation,realbook_hal_6th_Bb.pdf,266,266,Bb,Antonio Carlos Jobim/Newton Mendonca/Norman Gimbel
Memories Of Tomorrow,realbook_hal_6th_Bb.pdf,267,267,Bb,Keith Jarrett
Michelle,realbook_hal_6th_Bb.pdf,268,268,Bb,John Lennon/Paul McCartney
Midnight Mood,realbook_hal_6th_Bb.pdf,269,269,Bb,Joe Zawinul
Midwestern Night Dream,realbook_hal_6th_Bb.pdf,270,271,Bb,Pat Metheny
Milano,realbook_hal_6th_Bb.pdf,272,272,Bb,John Lewis
Minority,realbook_hal_6th_Bb.pdf,273,273,Bb,Gigi Gryce
Miss Ann,realbook_hal_6th_Bb.pdf,274,274,Bb,Eric Dolphy
Missouri Uncompromised,realbook_hal_6th_Bb.pdf,275,275,Bb,Pat Metheny
Mr. P.C.,realbook_hal_6th_Bb.pdf,276,276,Bb,John Coltrane
Misty,realbook_hal_6th_Bb.pdf,277,277,Bb,Erroll Garner
Miyako,realbook_hal_6th_Bb.pdf,278,278,Bb,Wayne Shorter
Mood Indigo,realbook_hal_6th_Bb.pdf,279,279,Bb,Duke Ellington/Irving Mills/Albany Bigard
Moment's Notice,realbook_hal_6th_Bb.pdf,280,281,Bb,John Coltrane
Moonchild,realbook_hal_6th_Bb.pdf,282,282,Bb,Keith Jarrett
Most Beautiful Girl In The World (The),realbook_hal_6th_Bb.pdf,283,283,Bb,Richard Rodgers/Lorenz Hart
My Buddy,realbook_hal_6th_Bb.pdf,284,284,Bb,Walter Donaldson/Gus Kahn
My Favorite Things,realbook_hal_6th_Bb.pdf,285,285,Bb,Richard Rodgers/Oscar Hammerstein
My Foolish Heart,realbook_hal_6th_Bb.pdf,286,286,Bb,Victor Young/Ned Washington
My Funny Valentine,realbook_hal_6th_Bb.pdf,287,287,Bb,Richard Rodgers/Lorenz Hart
My One And Only Love,realbook_hal_6th_Bb.pdf,288,288,Bb,Guy Wood/Robert Mellin
My Romance,realbook_hal_6th_Bb.pdf,289,289,Bb,Richard Rodgers/Lorenz Hart
My Shining Hour,realbook_hal_6th_Bb.pdf,290,290,Bb,Harold Arlen/Johnny Mercer
My Ship,realbook_hal_6th_Bb.pdf,291,291,Bb,Kurt Weill/Ira Gershwin
My Way,realbook_hal_6th_Bb.pdf,292,292,Bb,Jacques Revaux/Claude Francois/Paul Anka/Gilles Thibald
Naima,realbook_hal_6th_Bb.pdf,293,293,Bb,John Coltrane
Mysterious Traveller,realbook_hal_6th_Bb.pdf,294,295,Bb,Wayne Shorter
Nardis,realbook_hal_6th_Bb.pdf,296,296,Bb,Miles Davis
Nefertiti,realbook_hal_6th_Bb.pdf,297,297,Bb,Wayne Shorter
Never Will I Marry,realbook_hal_6th_Bb.pdf,298,298,Bb,Frank Losser
Nica's Dream,realbook_hal_6th_Bb.pdf,299,299,Bb,Horace Silver
Night Dreamer,realbook_hal_6th_Bb.pdf,300,300,Bb,Wayne Shorter
Night Has A Thousand Eyes,realbook_hal_6th_Bb.pdf,301,301,Bb,Jerry Brainin/Buddy Bernier
Night In Tunisia(A),realbook_hal_6th_Bb.pdf,302,302,Bb,Dizzy Gillespie/Frank Paparelli
Nobody Knows You When You're Down and Out,realbook_hal_6th_Bb.pdf,303,303,Bb,Jimmie Cox
Night Train,realbook_hal_6th_Bb.pdf,304,305,Bb,Jimmy Forrest/Oscar Washington/Lewis C. Simpkin's
Nostalgia In Times Square,realbook_hal_6th_Bb.pdf,306,306,Bb,Charles Mingus
Nuages,realbook_hal_6th_Bb.pdf,307,307,Bb,Django Reinhardt
Old Man From the Old Country,realbook_hal_6th_Bb.pdf,308,308,Bb,Nat Adderly/Curtis R. Lewis
Oleo,realbook_hal_6th_Bb.pdf,309,309,Bb,Sonny Rollins
Olinoqui Valley,realbook_hal_6th_Bb.pdf,310,310,Bb,Herbie Hancock
Once I Loved,realbook_hal_6th_Bb.pdf,311,311,Bb,Antonio Carlos Jobim/Vinicius De Moraes/Ray Gilbert
Once In Love With Amy,realbook_hal_6th_Bb.pdf,312,312,Bb,Frank Losser
One Finger Snap,realbook_hal_6th_Bb.pdf,313,313,Bb,Herbie Hancock
One Note Samba,realbook_hal_6th_Bb.pdf,314,314,Bb,Antonio Carlos Jobim/Newton Mendonca
Only Trust Your Heart,realbook_hal_6th_Bb.pdf,315,315,Bb,Benny Carter/Sammy Cahn
Orbits,realbook_hal_6th_Bb.pdf,316,316,Bb,Wayne Shorter
Ornithology,realbook_hal_6th_Bb.pdf,317,317,Bb,Charlie Parker/Bennie Harris
Out Of Nowhere,realbook_hal_6th_Bb.pdf,318,318,Bb,Johnny Green/Edward Heyman
Paper Doll,realbook_hal_6th_Bb.pdf,319,319,Bb,Johnny S. Black
Passion Dance,realbook_hal_6th_Bb.pdf,320,320,Bb,McCoy Tyner
Passion Flower,realbook_hal_6th_Bb.pdf,321,321,Bb,Billy Strayhorn/Milton Raskin
Peace,realbook_hal_6th_Bb.pdf,322,322,Bb,Horace Silver
Peggy's Blue Skylight,realbook_hal_6th_Bb.pdf,323,323,Bb,Charles Mingus
Pent-Up House,realbook_hal_6th_Bb.pdf,324,324,Bb,Sonny Rollins
Penthouse Serenade,realbook_hal_6th_Bb.pdf,325,325,Bb,Will Jason/Val Burton
Peri's Scope,realbook_hal_6th_Bb.pdf,326,326,Bb,Bill Evans
Pfrancing (No Blues),realbook_hal_6th_Bb.pdf,327,327,Bb,Miles Davis
Pinocchio,realbook_hal_6th_Bb.pdf,328,328,Bb,Wayne Shorter
Pithycanthropus Erectus,realbook_hal_6th_Bb.pdf,329,329,Bb,Charles Mingus
Portsmouth Figurations,realbook_hal_6th_Bb.pdf,330,330,Bb,Steve Swallow
Prelude To A Kiss,realbook_hal_6th_Bb.pdf,331,331,Bb,Duke Ellington/Irving Gordon/Irving Mills
Prince Of Darkness,realbook_hal_6th_Bb.pdf,332,332,Bb,Wayne Shorter
P.S. I Love You,realbook_hal_6th_Bb.pdf,333,333,Bb,Gordon Jenkins/Johnny Mercer
Pussy Cat Dues,realbook_hal_6th_Bb.pdf,334,334,Bb,Charles Mingus
Corcovado,realbook_hal_6th_Bb.pdf,335,335,Bb,Antonio Carlos Jobim/Gene Lees
Quiet Night Of Quiet Stars (Corcovado),realbook_hal_6th_Bb.pdf,335,335,Bb,Antonio Carlos Jobim/Gene Lees
Quiet Now,realbook_hal_6th_Bb.pdf,336,336,Bb,Denny Zeitlin
Recorda-Me,realbook_hal_6th_Bb.pdf,337,337,Bb,Joe Henderson
Red Clay,realbook_hal_6th_Bb.pdf,338,339,Bb,Freddie Hubbard
Reflections,realbook_hal_6th_Bb.pdf,340,340,Bb,Thelonious Monk
Ring Dem Bells,realbook_hal_6th_Bb.pdf,341,341,Bb,Duke Ellington/Irving Mills
Reincarnation Of A Lovebird,realbook_hal_6th_Bb.pdf,342,343,Bb,Charles Mingus
Road Song,realbook_hal_6th_Bb.pdf,344,344,Bb,Wes Montgomery
Round Midnight,realbook_hal_6th_Bb.pdf,345,345,Bb,Thelonious Monk/Cootie Williams/Bernie Hanighen
Ruby My Dear,realbook_hal_6th_Bb.pdf,346,347,Bb,Thelonious Monk
Saga Of Harrison Crabpeathers,realbook_hal_6th_Bb.pdf,348,348,Bb,Steve Kuhn
Satin Doll,realbook_hal_6th_Bb.pdf,349,349,Bb,Duke Ellington
Scotch And Soda,realbook_hal_6th_Bb.pdf,350,350,Bb,Dave Guard
Scrapple From The Apple,realbook_hal_6th_Bb.pdf,351,351,Bb,Charlie Parker
Sea Journey,realbook_hal_6th_Bb.pdf,352,353,Bb,Chick Corea/Neville Potter
Seven Come Eleven,realbook_hal_6th_Bb.pdf,354,354,Bb,Benny Goodman/Charlie Christian
Sidewinder,realbook_hal_6th_Bb.pdf,355,355,Bb,Lee Morgan
Seven Steps To Heaven,realbook_hal_6th_Bb.pdf,356,357,Bb,Miles David/Victor Feldman
Silver Hollow,realbook_hal_6th_Bb.pdf,358,358,Bb,Jack DeJohnette
Sirabhorn,realbook_hal_6th_Bb.pdf,359,359,Bb,Pat Metheny
Skating In Central Park,realbook_hal_6th_Bb.pdf,360,361,Bb,John Lewis
So Nice (Summer Samba),realbook_hal_6th_Bb.pdf,362,362,Bb,Marcos Valle/Paulo Sergio Valle/Norman Gimbel
Solar,realbook_hal_6th_Bb.pdf,363,363,Bb,Miles Davis
So What,realbook_hal_6th_Bb.pdf,364,365,Bb,Miles Davis
Solitude,realbook_hal_6th_Bb.pdf,366,366,Bb,Duke Ellington/Eddie De Lange/Irving Mills
Someday My Prince Will Come,realbook_hal_6th_Bb.pdf,367,367,Bb,Frank Churchill/Larry Morey
Some Other Spring,realbook_hal_6th_Bb.pdf,368,368,Bb,Arthur Herzog Jr./Irene Kitchings
Somebody Love Me,realbook_hal_6th_Bb.pdf,369,369,Bb,George Gershwin/B. G. Desylva/Ballard MacDonald/Emelia Renaud
Some Skunk Funk,realbook_hal_6th_Bb.pdf,370,371,Bb,Randy Brecker
Sometime Ago,realbook_hal_6th_Bb.pdf,372,372,Bb,Sergio Mihanovich
Song For My Father,realbook_hal_6th_Bb.pdf,373,373,Bb,Horace Silver
Song Is You,realbook_hal_6th_Bb.pdf,374,375,Bb,Jerome Kern/Oscar Hammerstein
Sophisticated Lady,realbook_hal_6th_Bb.pdf,376,376,Bb,Duke Ellington/Irving Mills/Mitchell Parish
Sorcerer,realbook_hal_6th_Bb.pdf,377,377,Bb,Herbie Hancock
Speak No Evil,realbook_hal_6th_Bb.pdf,378,378,Bb,Wayne Shorter
Sphinx (The),realbook_hal_6th_Bb.pdf,379,379,Bb,Ornette Coleman
Standing On The Corner,realbook_hal_6th_Bb.pdf,380,380,Bb,Frank Losser
Star-Crossed Lovers,realbook_hal_6th_Bb.pdf,381,381,Bb,Duke Ellington/Billy Strayhorn
Stella By Starlight,realbook_hal_6th_Bb.pdf,382,382,Bb,Victor Young/Ned Washington
Steps,realbook_hal_6th_Bb.pdf,383,383,Bb,Chick Corea
Stolen Moments,realbook_hal_6th_Bb.pdf,384,384,Bb,Oliver Nelson
Stompin' At The Savoy,realbook_hal_6th_Bb.pdf,385,385,Bb,Benny Goodman/Edgar Sampson/Chick Webb
Straight No Chaser,realbook_hal_6th_Bb.pdf,386,386,Bb,Thelonious Monk
Sugar,realbook_hal_6th_Bb.pdf,387,387,Bb,Stanley Turrentine
String Of Pearls,realbook_hal_6th_Bb.pdf,388,389,Bb,Jerry Gray
Stuff,realbook_hal_6th_Bb.pdf,390,391,Bb,Miles Davis
Sunday Kind Of Love,realbook_hal_6th_Bb.pdf,392,392,Bb,Barbara Belle/Louis Prima/Anita Leonard/Stan Rhodes
Surrey With The Fringe On Top,realbook_hal_6th_Bb.pdf,393,393,Bb,Richard Rodgers/Oscar Hammerstein
Swedish Pastry,realbook_hal_6th_Bb.pdf,394,394,Bb,Barney Kessel
Sweet Georgia Bright,realbook_hal_6th_Bb.pdf,395,395,Bb,Charles Lloyd
Sweet Henry,realbook_hal_6th_Bb.pdf,396,396,Bb,Steve Swallow/Jack Gregg
Take Five,realbook_hal_6th_Bb.pdf,397,397,Bb,Paul Desmond
Take The A Train,realbook_hal_6th_Bb.pdf,398,398,Bb,Billy Strayhorn
Thanks For The Memory,realbook_hal_6th_Bb.pdf,399,399,Bb,Leo Robin/Ralph Ranger
Tame Thy Pen,realbook_hal_6th_Bb.pdf,400,401,Bb,Richard Niles
Tell Me A Bedtime Story,realbook_hal_6th_Bb.pdf,402,403,Bb,Herbie Hancock
That's Amore,realbook_hal_6th_Bb.pdf,404,405,Bb,Harry Warren/Jack Brooks
There Is No Greater Love,realbook_hal_6th_Bb.pdf,406,406,Bb,Isham Jones/Marty Symes
There Will Never Be Another You,realbook_hal_6th_Bb.pdf,407,407,Bb,Harry Warren/Mack Gordon
There'll Be Some Changes Made,realbook_hal_6th_Bb.pdf,408,408,Bb,Brenton Overstreet/Billy Higgins
They Didn't Believe Me,realbook_hal_6th_Bb.pdf,409,409,Bb,Jerome Kern/Herbert Reynolds
Think On Me,realbook_hal_6th_Bb.pdf,410,410,Bb,George Cables
Thou Swell,realbook_hal_6th_Bb.pdf,411,411,Bb,Richard Rodgers/Lorenz Hart
Three Flowers,realbook_hal_6th_Bb.pdf,412,412,Bb,McCoy Tyner
Time Remembered,realbook_hal_6th_Bb.pdf,413,413,Bb,Bill Evans
Tones For Joan's Bones,realbook_hal_6th_Bb.pdf,414,414,Bb,Chick Corea
Topsy,realbook_hal_6th_Bb.pdf,415,415,Bb,Edgar Battle/Eddie Durham
Tour De Force,realbook_hal_6th_Bb.pdf,416,416,Bb,Dizzy Gillespie
Triste,realbook_hal_6th_Bb.pdf,417,417,Bb,Antonio Carlos Jobim
Tune-Up,realbook_hal_6th_Bb.pdf,418,418,Bb,Miles Davis
Turn Out The Stars,realbook_hal_6th_Bb.pdf,419,419,Bb,Bill Evans/Gene Lees
Twisted Blues,realbook_hal_6th_Bb.pdf,420,420,Bb,Wes Montgomery
Unquity Road,realbook_hal_6th_Bb.pdf,421,421,Bb,Pat Metheny
Unchain My Heart,realbook_hal_6th_Bb.pdf,422,423,Bb,Bobby Sharp/Teddy Powell
Unity Village,realbook_hal_6th_Bb.pdf,424,424,Bb,Pat Metheny
Up Jumped Spring,realbook_hal_6th_Bb.pdf,425,425,Bb,Freddie Hubbard
Upper Manhattan Medical Group,realbook_hal_6th_Bb.pdf,426,426,Bb,Billy Strayhorn
Valse Hot,realbook_hal_6th_Bb.pdf,427,427,Bb,Sonny Rollins
Very Early,realbook_hal_6th_Bb.pdf,428,428,Bb,Bill Evans
Virgo,realbook_hal_6th_Bb.pdf,429,429,Bb,Wayne Shorter
Wait Till You See Her,realbook_hal_6th_Bb.pdf,430,430,Bb,Richard Rodgers/Lorenz Hart
Wave,realbook_hal_6th_Bb.pdf,431,431,Bb,Antonio Carlos Jobim
Waltz For Debby,realbook_hal_6th_Bb.pdf,432,433,Bb,Bill Evans/Gene Lees
We'll Be Together Again,realbook_hal_6th_Bb.pdf,434,434,Bb,Carl Fisher/Frankie Lane
Well You Needn't,realbook_hal_6th_Bb.pdf,435,435,Bb,Thelonious Monk/Mike Ferro
West Coast Blues,realbook_hal_6th_Bb.pdf,436,436,Bb,Wes Montgomery
What Am I Here For,realbook_hal_6th_Bb.pdf,437,437,Bb,Duke Ellington
What Was,realbook_hal_6th_Bb.pdf,438,438,Bb,Chick Corea
When I Fall In Love,realbook_hal_6th_Bb.pdf,439,439,Bb,Victor Young/Edward Heyman
When Sunny Gets Blue,realbook_hal_6th_Bb.pdf,440,440,Bb,Marvin Fisher/Jack Segal
When You Wish Upon A Star,realbook_hal_6th_Bb.pdf,441,441,Bb,Leigh Harline/Ned Washington
Whispering,realbook_hal_6th_Bb.pdf,442,442,Bb,Richard Coburn/John Schonberger/Victor Rose
Windows,realbook_hal_6th_Bb.pdf,443,443,Bb,Chick Corea
Wild Flower,realbook_hal_6th_Bb.pdf,444,445,Bb,Wayne Shorter
Witch Hunt,realbook_hal_6th_Bb.pdf,446,446,Bb,Wayne Shorter
Woodchopper's Ball,realbook_hal_6th_Bb.pdf,447,447,Bb,Joe Bishop/Woody Herman
Wives And Lovers,realbook_hal_6th_Bb.pdf,448,449,Bb,Burt Bacharach/Hal David
Woody'n You,realbook_hal_6th_Bb.pdf,450,450,Bb,Dizzy Gillespie
World Is Waiting For The Sunrise (The),realbook_hal_6th_Bb.pdf,451,451,Bb,Ernest Seitz/Eugene Lockhart
Yes Or No,realbook_hal_6th_Bb.pdf,452,452,Bb,Wayne Shorter
Yesterday,realbook_hal_6th_Bb.pdf,453,453,Bb,John Lennon/Paul McCartney
Yesterdays,realbook_hal_6th_Bb.pdf,454,454,Bb,Jerome Kern/Otto Harbach
You Are Too Beautiful,realbook_hal_6th_Bb.pdf,455,455,Bb,Richard Rodgers/Lorenz Hart
You Are The Sunshine Of My Life,realbook_hal_6th_Bb.pdf,456,457,Bb,Stevie Wonder
You Brought A New Kind Of Love To Me,realbook_hal_6th_Bb.pdf,458,458,Bb,Sammie Fain/Irving Kahal/Pierre Norman
You Don't Know What Love Is,realbook_hal_6th_Bb.pdf,459,459,Bb,Don Raye/Gene DePaul
You Took Advantage Of Me,realbook_hal_6th_Bb.pdf,460,460,Bb,Richard Rodgers/Lorenz Hart
Young At Heart,realbook_hal_6th_Bb.pdf,461,461,Bb,Johnny Richards/Carolyn Leigh
You're Nobody 'Til Somebody Loves You,realbook_hal_6th_Bb.pdf,462,462,Bb,Russ Morgan/Larry Stock/James Cavanaugh
